timestamp,crash_mult,trigger,mode,p1_result,p2_result,round_pnl,session_pnl,cumulative_pnl
2026-05-09 19:16:33,8.33,0,watch,-,-,0.00,0.00,0.00
2026-05-09 19:16:52,2.43,0,watch,-,-,0.00,0.00,0.00
2026-05-09 19:17:05,1.35,0,watch,-,-,0.00,0.00,0.00
2026-05-09 19:17:29,3.42,0,watch,-,-,0.00,0.00,0.00
