timestamp,crash_mult,trigger,mode,p1_result,p2_result,round_pnl,session_pnl,cumulative_pnl
2026-05-09 19:20:03,9.17,1,watch,-,-,0.00,0.00,0.00
2026-05-09 19:20:25,2.80,0,bet,loss,loss,-2.00,-2.00,-2.00
2026-05-09 19:21:09,5.92,0,bet,loss,win,2.17,0.17,0.17
2026-05-09 19:21:28,2.17,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:21:46,2.21,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:22:12,3.98,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:22:41,4.91,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:23:10,5.33,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:23:19,1.04,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:23:29,1.05,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:23:43,1.48,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:23:57,1.52,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:24:13,1.78,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:24:26,1.31,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:24:44,2.02,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:24:55,1.22,0,watch,-,-,0.00,0.00,0.17
2026-05-09 19:25:08,1.32,0,bet,loss,loss,-3.14,-3.14,-2.97
2026-05-09 19:25:32,3.57,0,bet,loss,win,1.51,-1.63,-1.46
2026-05-09 19:25:49,1.92,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:26:08,2.32,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:26:18,1.09,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:26:40,2.90,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:27:05,3.61,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:27:16,1.19,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:27:27,1.12,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:27:58,6.13,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:28:19,2.78,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:28:39,2.34,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:29:00,2.75,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:29:21,2.72,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:29:35,1.50,0,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:30:16,13.25,1,watch,-,-,0.00,0.00,-1.46
2026-05-09 19:30:51,8.57,0,bet,win,win,16.55,16.55,15.09
2026-05-09 19:31:34,5.67,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:32:01,4.47,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:32:11,1.00,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:32:37,2.74,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:32:55,2.28,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:33:09,1.41,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:33:25,1.79,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:33:50,3.51,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:34:20,5.93,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:34:40,2.37,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:34:51,1.15,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:35:00,1.04,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:35:15,1.53,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:35:33,2.19,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:35:50,1.83,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:36:20,5.65,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:36:55,8.66,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:37:20,3.80,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:37:47,4.24,0,watch,-,-,0.00,0.00,15.09
2026-05-09 19:38:24,10.12,1,watch,-,-,0.00,0.00,15.09
2026-05-09 19:38:36,1.33,0,bet,loss,loss,-2.00,-2.00,13.09
2026-05-09 19:38:48,1.24,0,bet,loss,loss,-3.83,-5.83,9.26
2026-05-09 19:38:58,1.03,0,bet,loss,loss,-4.81,-10.64,4.45
2026-05-09 19:39:09,1.15,0,bet,loss,loss,-6.05,-16.69,-1.60
2026-05-09 19:39:26,2.04,0,bet,loss,loss,-7.65,-24.34,-9.25
2026-05-09 19:40:00,7.40,0,watch,-,-,0.00,0.00,-9.25
2026-05-09 19:40:12,1.33,0,watch,-,-,0.00,0.00,-9.25
2026-05-09 19:40:43,5.96,0,watch,-,-,0.00,0.00,-9.25
2026-05-09 19:41:53,147.78,1,watch,-,-,0.00,0.00,-9.25
2026-05-09 19:42:10,1.88,0,bet,loss,loss,-9.71,-9.71,-18.96
2026-05-09 19:43:15,103.81,1,bet,win,win,36.66,26.95,17.70
2026-05-09 19:43:25,1.09,0,watch,-,-,0.00,0.00,17.70
2026-05-09 19:43:55,5.82,0,watch,-,-,0.00,0.00,17.70
2026-05-09 19:44:07,1.26,0,watch,-,-,0.00,0.00,17.70
2026-05-09 19:44:33,1.21,0,watch,-,-,0.00,0.00,17.70
2026-05-09 19:44:44,1.26,0,watch,-,-,0.00,0.00,17.70
2026-05-09 19:45:00,1.66,0,watch,-,-,0.00,0.00,17.70
2026-05-09 19:45:39,12.04,1,watch,-,-,0.00,0.00,17.70
2026-05-09 19:45:51,1.29,0,bet,loss,loss,-2.00,-2.00,15.70
2026-05-09 19:46:12,2.77,0,bet,loss,loss,-3.83,-5.83,11.87
2026-05-09 19:46:30,2.03,0,bet,loss,loss,-4.81,-10.64,7.06
2026-05-09 19:46:43,1.30,0,bet,loss,loss,-6.05,-16.69,1.01
2026-05-09 19:46:57,1.53,0,bet,loss,loss,-7.65,-24.34,-6.64
2026-05-09 19:48:28,889.47,1,watch,-,-,0.00,0.00,-6.64
2026-05-09 19:48:50,2.95,0,bet,loss,loss,-9.71,-9.71,-16.35
2026-05-09 19:49:01,1.10,0,bet,loss,loss,-12.39,-22.10,-28.74
2026-05-09 19:49:45,18.38,1,bet,win,win,45.58,23.48,16.84
2026-05-09 19:50:10,3.63,0,watch,-,-,0.00,0.00,16.84
2026-05-09 19:50:43,7.30,0,watch,-,-,0.00,0.00,16.84
2026-05-09 19:51:07,3.37,0,watch,-,-,0.00,0.00,16.84
2026-05-09 19:51:18,1.15,0,watch,-,-,0.00,0.00,16.84
2026-05-09 19:51:43,3.50,0,watch,-,-,0.00,0.00,16.84
2026-05-09 19:51:53,1.14,0,watch,-,-,0.00,0.00,16.84
