timestamp,crash_mult,trigger,mode,p1_result,p2_result,round_pnl,session_pnl,cumulative_pnl
2026-05-09 13:20:30,80.44,1,watch,-,-,0.00,0.00,0.00
2026-05-09 13:20:47,1.36,0,bet,loss,loss,-2.00,-2.00,-2.00
2026-05-09 13:21:03,1.52,0,bet,loss,loss,-2.00,-4.00,-4.00
2026-05-09 13:21:20,1.24,0,bet,loss,loss,-2.00,-6.00,-6.00
2026-05-09 13:22:02,15.56,1,bet,win,win,7.85,1.85,1.85
